,hash,filename,diff,added_lines,deleted_lines,changed_methods
10,3de49ba59cecc365badb2e7193d3dbc8924be4e7,PreferredComponent.java,"@@ -254,43 +254,6 @@ public class PreferredComponent {
         return numMatch == NS;
     }
 
-    public boolean sameSet(PreferredComponent pc) {
-        if (mSetPackages == null || pc == null || pc.mSetPackages == null
-                || !sameComponent(pc.mComponent)) {
-            return false;
-        }
-        final int otherPackageCount = pc.mSetPackages.length;
-        final int packageCount = mSetPackages.length;
-        int numMatch = 0;
-        for (int i = 0; i < otherPackageCount; i++) {
-            boolean good = false;
-            for (int j = 0; j < packageCount; j++) {
-                if (mSetPackages[j].equals(pc.mSetPackages[j])
-                        && mSetClasses[j].equals(pc.mSetClasses[j])) {
-                    numMatch++;
-                    good = true;
-                    break;
-                }
-            }
-            if (!good) {
-                return false;
-            }
-        }
-        return numMatch == packageCount;
-    }
-
-    /** Returns true if the preferred component represents the provided ComponentName. */
-    private boolean sameComponent(ComponentName comp) {
-        if (mComponent == null || comp == null) {
-            return false;
-        }
-        if (mComponent.getPackageName().equals(comp.getPackageName())
-                && mComponent.getClassName().equals(comp.getClassName())) {
-            return true;
-        }
-        return false;
-    }
-
     public boolean isSuperset(List<ResolveInfo> query, boolean excludeSetupWizardPackage) {
         if (mSetPackages == null) {
             return query == null;
",0,37,"PreferredComponent::sameSet, PreferredComponent::sameComponent"
11,3de49ba59cecc365badb2e7193d3dbc8924be4e7,PreferredIntentResolver.java,"@@ -22,7 +22,6 @@ import android.content.IntentFilter;
 import java.io.PrintWriter;
 
 import com.android.server.IntentResolver;
-import java.util.ArrayList;
 
 public class PreferredIntentResolver
         extends IntentResolver<PreferredActivity, PreferredActivity> {
@@ -46,24 +45,4 @@ public class PreferredIntentResolver
     protected IntentFilter getIntentFilter(@NonNull PreferredActivity input) {
         return input;
     }
-
-    public boolean shouldAddPreferredActivity(PreferredActivity pa) {
-        ArrayList<PreferredActivity> pal = findFilters(pa);
-        if (pal == null || pal.isEmpty()) {
-            return true;
-        }
-        if (!pa.mPref.mAlways) {
-            return false;
-        }
-        final int activityCount = pal.size();
-        for (int i = 0; i < activityCount; i++) {
-            PreferredActivity cur = pal.get(i);
-            if (cur.mPref.mAlways
-                    && cur.mPref.mMatch == (pa.mPref.mMatch & IntentFilter.MATCH_CATEGORY_MASK)
-                    && cur.mPref.sameSet(pa.mPref)) {
-                return false;
-            }
-        }
-        return true;
-    }
 }
",0,21,PreferredIntentResolver::shouldAddPreferredActivity
12,3de49ba59cecc365badb2e7193d3dbc8924be4e7,Settings.java,"@@ -1410,7 +1410,8 @@ public final class Settings {
                 PreferredActivity pa = new PreferredActivity(parser);
                 if (pa.mPref.getParseError() == null) {
                     final PreferredIntentResolver resolver = editPreferredActivitiesLPw(userId);
-                    if (resolver.shouldAddPreferredActivity(pa)) {
+                    ArrayList<PreferredActivity> pal = resolver.findFilters(pa);
+                    if (pal == null || pal.size() == 0 || pa.mPref.mAlways) {
                         resolver.addFilter(pa);
                     }
                 } else {
",2,1,Settings::readPreferredActivitiesLPw
13,62da546cf8f4615cea39257aa4fca38331768952,PreferredComponent.java,"@@ -254,6 +254,37 @@ public class PreferredComponent {
         return numMatch == NS;
     }
 
+    public boolean sameSet(PreferredComponent pc) {
+        if (mSetPackages == null || pc == null || pc.mSetPackages == null
+                || !sameComponent(pc.mComponent)) {
+            return false;
+        }
+        final int otherPackageCount = pc.mSetPackages.length;
+        final int packageCount = mSetPackages.length;
+        if (otherPackageCount != packageCount) {
+            return false;
+        }
+        for (int i = 0; i < packageCount; i++) {
+            if (!mSetPackages[i].equals(pc.mSetPackages[i])
+                    || !mSetClasses[i].equals(pc.mSetClasses[i])) {
+                return false;
+            }
+        }
+        return true;
+    }
+
+    /** Returns true if the preferred component represents the provided ComponentName. */
+    private boolean sameComponent(ComponentName comp) {
+        if (mComponent == null || comp == null) {
+            return false;
+        }
+        if (mComponent.getPackageName().equals(comp.getPackageName())
+                && mComponent.getClassName().equals(comp.getClassName())) {
+            return true;
+        }
+        return false;
+    }
+
     public boolean isSuperset(List<ResolveInfo> query, boolean excludeSetupWizardPackage) {
         if (mSetPackages == null) {
             return query == null;
",31,0,"PreferredComponent::sameSet, PreferredComponent::sameComponent"
14,62da546cf8f4615cea39257aa4fca38331768952,PreferredIntentResolver.java,"@@ -22,6 +22,7 @@ import android.content.IntentFilter;
 import java.io.PrintWriter;
 
 import com.android.server.IntentResolver;
+import java.util.ArrayList;
 
 public class PreferredIntentResolver
         extends IntentResolver<PreferredActivity, PreferredActivity> {
@@ -45,4 +46,24 @@ public class PreferredIntentResolver
     protected IntentFilter getIntentFilter(@NonNull PreferredActivity input) {
         return input;
     }
+
+    public boolean shouldAddPreferredActivity(PreferredActivity pa) {
+        ArrayList<PreferredActivity> pal = findFilters(pa);
+        if (pal == null || pal.isEmpty()) {
+            return true;
+        }
+        if (!pa.mPref.mAlways) {
+            return false;
+        }
+        final int activityCount = pal.size();
+        for (int i = 0; i < activityCount; i++) {
+            PreferredActivity cur = pal.get(i);
+            if (cur.mPref.mAlways
+                    && cur.mPref.mMatch == (pa.mPref.mMatch & IntentFilter.MATCH_CATEGORY_MASK)
+                    && cur.mPref.sameSet(pa.mPref)) {
+                return false;
+            }
+        }
+        return true;
+    }
 }
",21,0,PreferredIntentResolver::shouldAddPreferredActivity
15,62da546cf8f4615cea39257aa4fca38331768952,Settings.java,"@@ -1410,8 +1410,7 @@ public final class Settings {
                 PreferredActivity pa = new PreferredActivity(parser);
                 if (pa.mPref.getParseError() == null) {
                     final PreferredIntentResolver resolver = editPreferredActivitiesLPw(userId);
-                    ArrayList<PreferredActivity> pal = resolver.findFilters(pa);
-                    if (pal == null || pal.size() == 0 || pa.mPref.mAlways) {
+                    if (resolver.shouldAddPreferredActivity(pa)) {
                         resolver.addFilter(pa);
                     }
                 } else {
",1,2,Settings::readPreferredActivitiesLPw
16,95fa7687295561b3d938165d38393cfd7d9cab66,MediaCodecInfo.java,"@@ -25,6 +25,7 @@ import android.annotation.SuppressLint;
 import android.annotation.TestApi;
 import android.compat.annotation.UnsupportedAppUsage;
 import android.os.Build;
+import android.os.Process;
 import android.os.SystemProperties;
 import android.util.Log;
 import android.util.Pair;
@@ -188,13 +189,14 @@ public final class MediaCodecInfo {
 
     // COMMON CONSTANTS
     private static final Range<Integer> POSITIVE_INTEGERS =
-        Range.create(1, Integer.MAX_VALUE);
+            Range.create(1, Integer.MAX_VALUE);
     private static final Range<Long> POSITIVE_LONGS =
-        Range.create(1l, Long.MAX_VALUE);
+            Range.create(1L, Long.MAX_VALUE);
     private static final Range<Rational> POSITIVE_RATIONALS =
-        Range.create(new Rational(1, Integer.MAX_VALUE),
-                     new Rational(Integer.MAX_VALUE, 1));
-    private static final Range<Integer> SIZE_RANGE = Range.create(1, 32768);
+            Range.create(new Rational(1, Integer.MAX_VALUE),
+                         new Rational(Integer.MAX_VALUE, 1));
+    private static final Range<Integer> SIZE_RANGE =
+            Process.is64Bit() ? Range.create(1, 32768) : Range.create(1, 4096);
     private static final Range<Integer> FRAME_RATE_RANGE = Range.create(0, 960);
     private static final Range<Integer> BITRATE_RANGE = Range.create(0, 500000000);
     private static final int DEFAULT_MAX_SUPPORTED_INSTANCES = 32;
@@ -1399,6 +1401,9 @@ public final class MediaCodecInfo {
 
         /**
          * Returns the range of supported video widths.
+         * <p class=note>
+         * 32-bit processes will not support resolutions larger than 4096x4096 due to
+         * the limited address space.
          */
         public Range<Integer> getSupportedWidths() {
             return mWidthRange;
@@ -1406,6 +1411,9 @@ public final class MediaCodecInfo {
 
         /**
          * Returns the range of supported video heights.
+         * <p class=note>
+         * 32-bit processes will not support resolutions larger than 4096x4096 due to
+         * the limited address space.
          */
         public Range<Integer> getSupportedHeights() {
             return mHeightRange;
@@ -1857,6 +1865,10 @@ public final class MediaCodecInfo {
                         && aligned.mMaxMacroBlockRate >= otherAligned.mMaxMacroBlockRate);
             }
 
+            /* package private */ boolean isEqualDimension(@NonNull PerformancePoint other) {
+                return mWidth == other.mWidth && mHeight == other.mHeight;
+            }
+
             private @NonNull Size getCommonBlockSize(@NonNull PerformancePoint other) {
                 return new Size(
                         Math.max(mBlockSize.getWidth(), other.mBlockSize.getWidth()) * 16,
@@ -1997,6 +2009,9 @@ public final class MediaCodecInfo {
          * Performance points assume a single active codec. For use cases where multiple
          * codecs are active, should use that highest pixel count, and add the frame rates of
          * each individual codec.
+         * <p class=note>
+         * Supported resolution could be further restricted for 32-bit processes due to
+         * the limited virtual memory space.
          */
         @Nullable
         public List<PerformancePoint> getSupportedPerformancePoints() {
@@ -2164,6 +2179,12 @@ public final class MediaCodecInfo {
                 if (size == null || size.getWidth() * size.getHeight() <= 0) {
                     continue;
                 }
+                if (size.getWidth() > SIZE_RANGE.getUpper()
+                        || size.getHeight() > SIZE_RANGE.getUpper()) {
+                    size = new Size(
+                            Math.min(size.getWidth(), SIZE_RANGE.getUpper()),
+                            Math.min(size.getHeight(), SIZE_RANGE.getUpper()));
+                }
                 Range<Long> range = Utils.parseLongRange(map.get(key), null);
                 if (range == null || range.getLower() < 0 || range.getUpper() < 0) {
                     continue;
@@ -2193,6 +2214,29 @@ public final class MediaCodecInfo {
                                (a.getMaxMacroBlockRate() < b.getMaxMacroBlockRate() ? -1 : 1) :
                        (a.getMaxFrameRate() != b.getMaxFrameRate()) ?
                                (a.getMaxFrameRate() < b.getMaxFrameRate() ? -1 : 1) : 0));
+
+            // remove redundant points
+            for (int i = 1; i < ret.size(); ++i) {
+                PerformancePoint a = ret.get(i);
+                for (int j = 0; j < i; ++j) {
+                    PerformancePoint b = ret.get(j);
+                    if (b.isEqualDimension(a) && b.covers(a)) {
+                        ret.set(i, null);
+                        break;
+                    }
+                }
+            }
+            int newSize = 0;
+            for (int i = 0; i < ret.size(); ++i) {
+                PerformancePoint a = ret.get(i);
+                if (a == null) {
+                    continue;
+                }
+                ret.set(newSize, a);
+                ++newSize;
+            }
+            ret.setSize(newSize);
+
             return Collections.unmodifiableList(ret);
         }
 
",49,5,MediaCodecInfo::create
17,6941cbf93f302eeaedb5ab984b33c09ed77dbbbc,MediaCodecInfo.java,"@@ -1865,10 +1865,6 @@ public final class MediaCodecInfo {
                         && aligned.mMaxMacroBlockRate >= otherAligned.mMaxMacroBlockRate);
             }
 
-            /* package private */ boolean isEqualDimension(@NonNull PerformancePoint other) {
-                return mWidth == other.mWidth && mHeight == other.mHeight;
-            }
-
             private @NonNull Size getCommonBlockSize(@NonNull PerformancePoint other) {
                 return new Size(
                         Math.max(mBlockSize.getWidth(), other.mBlockSize.getWidth()) * 16,
@@ -2010,8 +2006,11 @@ public final class MediaCodecInfo {
          * codecs are active, should use that highest pixel count, and add the frame rates of
          * each individual codec.
          * <p class=note>
-         * Supported resolution could be further restricted for 32-bit processes due to
-         * the limited virtual memory space.
+         * 32-bit processes will not support resolutions larger than 4096x4096 due to
+         * the limited address space, but performance points will be presented as is.
+         * In other words, even though a component publishes a performance point for
+         * a resolution higher than 4096x4096, it does not mean that the resolution is supported
+         * for 32-bit processes.
          */
         @Nullable
         public List<PerformancePoint> getSupportedPerformancePoints() {
@@ -2215,28 +2214,6 @@ public final class MediaCodecInfo {
                        (a.getMaxFrameRate() != b.getMaxFrameRate()) ?
                                (a.getMaxFrameRate() < b.getMaxFrameRate() ? -1 : 1) : 0));
 
-            // remove redundant points
-            for (int i = 1; i < ret.size(); ++i) {
-                PerformancePoint a = ret.get(i);
-                for (int j = 0; j < i; ++j) {
-                    PerformancePoint b = ret.get(j);
-                    if (b.isEqualDimension(a) && b.covers(a)) {
-                        ret.set(i, null);
-                        break;
-                    }
-                }
-            }
-            int newSize = 0;
-            for (int i = 0; i < ret.size(); ++i) {
-                PerformancePoint a = ret.get(i);
-                if (a == null) {
-                    continue;
-                }
-                ret.set(newSize, a);
-                ++newSize;
-            }
-            ret.setSize(newSize);
-
             return Collections.unmodifiableList(ret);
         }
 
",5,28,MediaCodecInfo::create
18,401638a795b0c25097eb0561bb70f97d6a5bc556,VolumeDialogImpl.java,"@@ -1176,7 +1176,7 @@ public class VolumeDialogImpl implements VolumeDialog,
 
     protected void onStateChangedH(State state) {
         if (D.BUG) Log.d(TAG, ""onStateChangedH() state: "" + state.toString());
-        if (mState != null && state != null
+        if (mShowing && mState != null && state != null
                 && mState.ringerModeInternal != -1
                 && mState.ringerModeInternal != state.ringerModeInternal
                 && state.ringerModeInternal == AudioManager.RINGER_MODE_VIBRATE) {
",1,1,VolumeDialogImpl::onStateChangedH
19,90a1fae619522e79d16799099de7525f0d6db0c5,AODTile.java,"@@ -1,6 +1,6 @@
 /*
  * Copyright (C) 2018 The OmniROM Project
- *               2020 The LineageOS Project
+ *               2020-2021 The LineageOS Project
  *
  * Licensed under the Apache License, Version 2.0 (the ""License"");
  * you may not use this file except in compliance with the License.
@@ -75,8 +75,7 @@ public class AODTile extends QSTileImpl<BooleanState> implements
 
     @Override
     public void handleClick() {
-        setEnabled(!mState.value);
-        refreshState();
+        mSetting.setValue(mState.value ? 0 : 1);
     }
 
     @Override
@@ -84,12 +83,6 @@ public class AODTile extends QSTileImpl<BooleanState> implements
         return null;
     }
 
-    private void setEnabled(boolean enabled) {
-        Settings.Secure.putInt(mContext.getContentResolver(),
-                Settings.Secure.DOZE_ALWAYS_ON,
-                enabled ? 1 : 0);
-    }
-
     @Override
     public CharSequence getTileLabel() {
         if (mBatteryController.isAodPowerSave()) {
",2,9,"AODTile::setEnabled, AODTile::handleClick"
20,bc36ac0dcbb62ad81f099087bb66b2ede59c3057,AODTile.java,"@@ -60,6 +60,12 @@ public class AODTile extends QSTileImpl<BooleanState> implements
         refreshState();
     }
 
+    @Override
+    protected void handleDestroy() {
+        super.handleDestroy();
+        mSetting.setListening(false);
+    }
+
     @Override
     public boolean isAvailable() {
         return mContext.getResources().getBoolean(
@@ -73,6 +79,18 @@ public class AODTile extends QSTileImpl<BooleanState> implements
         return state;
     }
 
+    @Override
+    public void handleSetListening(boolean listening) {
+        super.handleSetListening(listening);
+        mSetting.setListening(listening);
+    }
+
+    @Override
+    protected void handleUserSwitch(int newUserId) {
+        mSetting.setUserId(newUserId);
+        handleRefreshState(mSetting.getValue());
+    }
+
     @Override
     public void handleClick() {
         mSetting.setValue(mState.value ? 0 : 1);
@@ -113,8 +131,4 @@ public class AODTile extends QSTileImpl<BooleanState> implements
     public int getMetricsCategory() {
         return LineageMetricsLogger.TILE_AOD;
     }
-
-    @Override
-    public void handleSetListening(boolean listening) {
-    }
 }
",18,4,"AODTile::handleUserSwitch, AODTile::handleDestroy, AODTile::handleSetListening"
21,1f0ac7f71914449a6cbf5d4c63356e7105106392,KeyguardViewMediator.java,"@@ -1980,13 +1980,6 @@ public class KeyguardViewMediator extends SystemUI implements Dumpable {
     private void handleHide() {
         Trace.beginSection(""KeyguardViewMediator#handleHide"");
 
-        // It's possible that the device was unlocked in a dream state. It's time to wake up.
-        if (mAodShowing) {
-            PowerManager pm = mContext.getSystemService(PowerManager.class);
-            pm.wakeUp(SystemClock.uptimeMillis(), PowerManager.WAKE_REASON_GESTURE,
-                    ""com.android.systemui:BOUNCER_DOZING"");
-        }
-
         synchronized (KeyguardViewMediator.this) {
             if (DEBUG) Log.d(TAG, ""handleHide"");
 
",0,7,KeyguardViewMediator::handleHide
22,2269a328e8f3ce8742a083260055fe81c61be022,GlobalActionsFlatLayout.java,"@@ -90,6 +90,7 @@ public class GlobalActionsFlatLayout extends GlobalActionsLayout {
             if (child instanceof GlobalActionsItem) {
                 GlobalActionsItem item = (GlobalActionsItem) child;
                 anyTruncated = anyTruncated || item.isTruncated();
+                item.setMessageMargin();
             }
         }
         // If any of the items have been truncated, set the all to single-line marquee
",1,0,GlobalActionsFlatLayout::onLayout
23,2269a328e8f3ce8742a083260055fe81c61be022,GlobalActionsItem.java,"@@ -21,6 +21,7 @@ import android.text.Layout;
 import android.text.TextUtils;
 import android.util.AttributeSet;
 import android.widget.LinearLayout;
+import android.widget.LinearLayout.LayoutParams;
 import android.widget.TextView;
 
 import com.android.internal.R;
@@ -54,6 +55,26 @@ public class GlobalActionsItem extends LinearLayout {
         text.setEllipsize(marquee ? TextUtils.TruncateAt.MARQUEE : TextUtils.TruncateAt.END);
     }
 
+    /**
+     * Sets message top margin depending on linecount
+     */
+    public void setMessageMargin() {
+        TextView message = findViewById(R.id.message);
+
+        if (message != null) {
+            LayoutParams params = (LinearLayout.LayoutParams) message.getLayoutParams();
+            int marginTop = (int) getResources().getDimension(getTextView().getLineCount() > 1
+                    ? com.android.systemui.R.dimen
+                            .global_actions_power_dialog_twoline_message_top_margin
+                    : com.android.systemui.R.dimen
+                            .global_actions_power_dialog_message_top_margin);
+
+            params.setMargins(params.leftMargin, marginTop, params.rightMargin,
+                    params.bottomMargin);
+            message.setLayoutParams(params);
+        }
+    }
+
     /**
      * Determines whether the message for this item has been truncated.
      */
",21,0,GlobalActionsItem::setMessageMargin
24,21a64f309e0b6b43b6ddf913e9d31adba893158f,LiveDisplayTile.java,"@@ -52,8 +52,7 @@ import javax.inject.Inject;
 /** Quick settings tile: LiveDisplay mode switcher **/
 public class LiveDisplayTile extends QSTileImpl<LiveDisplayState> {
 
-    private static final Intent LIVEDISPLAY_SETTINGS =
-            new Intent(""org.lineageos.lineageparts.LIVEDISPLAY_SETTINGS"");
+    private static final Intent DISPLAY_SETTINGS = new Intent(""android.settings.DISPLAY_SETTINGS"");
 
     private final LiveDisplayObserver mObserver;
     private String mTitle;
@@ -185,7 +184,7 @@ public class LiveDisplayTile extends QSTileImpl<LiveDisplayState> {
 
     @Override
     public Intent getLongClickIntent() {
-        return LIVEDISPLAY_SETTINGS;
+        return DISPLAY_SETTINGS;
     }
 
     @Override
",2,3,LiveDisplayTile::getLongClickIntent
