,hash,commit,date
10,e110cba8fecf449207bca80f8696fe73af1d6e31,"SystemUI: screenshot: remove duplicate clamping on move action

On MotionEvent.ACTION_DOWN, a range of of motion is calculated and
stored. On MotionEvent.ACTION_MOVE, the new position of the crop
boundary is clamped by the original range of motion, and also
clamped again by a new range of motion inside setBoundaryPosition().

The original range of motion is pointless and only used in this case,
remove it.

Change-Id: Ib4f35bf5317f5b5879606680beee3e077f829d10",2022-06-26 10:41:45+03:00
11,834defa7e31a7d75de18de2fb148a7f845989830,"SystemUI: screenshot: add extra crop boundaries

Add corner boundaries that allow resizing in both vertical and
horizontal directions at the same time.

To handle corner boundaries, split every boundary into vertical
and horizontal boundaries, and handle both vertical and horizontal
changes for all boundaries. If the boundary is a purely vertical
(top, bottom) or purely horizontal (left, right) boundary, the
opposite direction boundary will be none, and the selection won't
be changed on that selection.

Also, add a middle boundary that allows moving the current selection.

To achieve this, treat the middle boundary as composed of top and
left boundaries, and when trying to change either the top or the
left boundary while the currently dragged boundary is the middle
one, reposition the opposite boundary too.

Change-Id: I6dd703733b3d161f5979d91a124350fb1a8d52ae",2022-06-26 10:49:32+03:00
12,92abcecfe2bd5a84a601a5eafd3ddf75c3968d38,"SystemUI: screenshot: disable magnification for partial screenshots

Partial screenshots are screen-size and don't need a magnifying glass.

Change-Id: I472103352411d1482423230a4ff08ddda45cc53d",2022-06-26 10:49:33+03:00
13,45cefae04e40dc0de22e2dcdfcb1854431055edb,"SystemUI: screenshot: close QS after launching long screenshot activity

Change-Id: Ief5510c037b27be714f8f6cc8661d81931f3babd",2022-06-26 16:28:45+02:00
14,484c59b972c1772f75a4b1b9fce7512eee517dcb,"SystemUI: screenshot: add delay for long-press partial screenshot

* Otherwise, we get power menu in screenshot.

Signed-off-by: Pranav Vashi <neobuddy89@gmail.com>
Change-Id: I018994c16eedfabffd6b7c291377668701c0e00d",2022-06-26 19:09:25+02:00
15,dabc24b51717d2ffc8f68af2e05787dd8cebc9b1,"SystemUI: Make QS panel change on UI mode changes

This reverts commit d62f7249f9e3222da95ecf6816601c408aac6be5.

This is a prerequisite for making the QS panel follow the light system
theme setting.

Change-Id: Iac4c96ccb3845812ca3df820bf27dc533816f72e
Signed-off-by: althafvly <althafvly@gmail.com>",2022-07-01 16:04:25+01:00
16,1b62ea8bfae85099b20f48509f97f37d70149b43,"Revert ""Do not re-inflate QS and SB when CONFIG_UI_MODE""

This reverts commit 8a40ff855b86bc86e23367017002289920855a4e.

This is a prerequisite for making the QS panel follow the light system
mode setting.

Change-Id: Ibad399ece587505559cc73febdda2f2d8558e94d",2022-07-01 16:04:25+01:00
17,3e99d1767968a27405a5656a47c6bc87c12d684c,"SystemUI: Follow light/dark theme in quick settings

Android 12's dual-tone style where the quick settings panel is always
dark makes the light theme look like a second-class citizen. Pure black
also looks out-of-place next to QS tiles and the notification panel
because dynamic themes don't affect it at all.

Revert to the ~Beta 1 style where quick settings used the same theme as
the notification shade.

- colorAccentPrimary has been replaced with colorAccent for contrast in
  light mode, because colorAccentPrimary is system_accent1_100 (dark
  accent color)
- Footer chips have been converted to surfaces (similar to QS tiles and
  notifications), which makes more sense with the new style
- The QS background is now the same as the notification shade background
  in both light and dark modes

Demo screenshots (with dual-tone commit):
https://twitter.com/kdrag0n/status/1445922541218922496

[kdrag0n: ported to 12L]

Change-Id: I3d45b72f0f119e100505409d178ab8f698993881",2022-07-01 16:04:26+01:00
18,13ddb603f5c0cfd8cd8999938b55fd06991c5133,"SystemUI: Initialize QS tiles in inactive state

Now that the QS fragment is recreated when changing the UI mode (so that
it follows light/dark themes), all tiles flash with active color briefly
because the new views become visible before states are refreshed.

Initializing tiles in the inactive state is much less disruptive, and
the effect is very hard to see as compared to the active color because
the background color is much less prominent.

Change-Id: I048171d503f5533e91bab486b8805ac15c329f31",2022-07-01 16:04:26+01:00
19,efdefe7d7daf1d403b11a1d5fcd391000e8d2047,"SystemUI: Add dual-tone light and dark themes for QS

Google's dual-tone QS design where the notification panel has a
semantically higher elevation adds depth to the notification+QS shade,
and we don't necessarily have to give it up just because our QS has
light and dark themes.

To preserve the dual-tone effect, use a darker background color for the
QS section:

Light:
    Notifications: neutral1 20 (surface_light)
    Notification panel: neutral1 50 (light BG)
    QS background: neutral1 100 (darker light BG / surface_header_light)
    Inactive QS tiles: neutral1 20 (surface_light)

Dark:
    Notifications: neutral1 800 (surface_dark)
    Notification panel: neutral1 900 (dark BG)
    QS background: neutral1 950 (surface_header_dark_sysui modulated to L* 5)
    Inactive QS tiles: neutral1 800 (surface_dark)

The dark QS background could be neutral1 0 (black) like it was before,
but I don't think it looks as good because it can't be tinted based on
the active wallpaper and thus stands out from other colors.

Unfortunately, Google's current CAM16-based modulation causes hue shifts
in extreme light and dark shades (e.g. L* = 98 / 5), but we'll fix this
by generating and overlaying modulated surface colors in our
ThemeOverlayController implementation.

Demo screenshots: https://twitter.com/kdrag0n/status/1445922541218922496

Change-Id: Icdc4957ecb4e0201377351f1a3e1c6928d6b3955",2022-07-01 16:04:26+01:00
20,643d46cefd3548dab0b55cadfb52c5d7247d601c,"SystemUI: Fix QS clock overlapping on UI mode change

Calling updateAnimators() in a separate runnable seems to
cause QSB header elements to overlap each other when switching
between dark and light mode. This change was introduced in
https://github.com/LineageOS/android_frameworks_base/commit/0558e1211604b3b6f465a394832bbf8fa06d1dfe and seems unnecessary so lets revert it.

Change-Id: I14e60b608f2aac373e71fec0a6ab7d8e787d2457",2022-07-01 16:04:26+01:00
21,2f6486cc1099224384bebd611cea9e5291f08a6d,"SystemUI: Calculate paged QS tiles height properly

When QS is re-inflated during UI mode change and we're on the
3rd or higher QS page, the first QS page is misaligned and
hence height returns 0, resulting in footer and media panel
position overlapping the QS panel. Return the maximum height
among all present QS pages to fix this issue.

Change-Id: I539babdb75c114cc44b4213ff114d4272be22ef6",2022-07-01 16:04:26+01:00
22,22b7fd2e39b0e133437788f234a978144b06485d,"SystemUI: Follow light/dark theme in power menu

Now that we've modified the power menu to refresh on UI mode changes,
make it follow the system light/dark theme for better integration in
light mode.

SystemUI: Always refresh power menu on UI mode change

This is necessary for reliably theming the global actions dialog with
dynamic colors and adapting it to light/dark themes.

Demo screenshots (with color overlays applied):
https://twitter.com/kdrag0n/status/1445960685427433473

[kdrag0n: ported to 12L]

Change-Id: If58fb4079a4cd11414ff928fad3576beecb14ff5
Signed-off-by: althafvly <althafvly@gmail.com>",2022-07-01 16:04:27+01:00
23,3367784f32d5faced63c893824bb996f39bfa9d3,"SystemUI: Re-evaluate system theme on UI mode change

- Need for power menu to set accurate colors

Change-Id: I05d41eaf8ea19ce3b6ce659d01da33cf55de3b7e",2022-07-01 16:04:27+01:00
24,2efc6aaec9b71e0e0d1a050cedce746edc38a74e,"SystemUI: Make battery & clock clickable again in QuickStatusBarHeader

Change-Id: I944b1122739754cc704f65039319fb260fcdbf1d",2022-07-02 14:26:51+02:00
25,517c7db45dc9ae271e26fac2345023fd242c1feb,"SystemUI: Bring in drawables for statusbar icon toggles

- Icons from aosp base and settings
- Minor edits for width, height, tint and color

From 'core/res/res/drawable' dir:
- ic_statusbar_auto_rotate - ic_qs_auto_rotate
- ic_statusbar_camera - ic_camera
- ic_statusbar_mute - ic_audio_ring_notif_mute
- ic_statusbar_wifi - ic_wifi_signal_4
- ic_statusbar_vibrate - ic_audio_ring_notif_vibrate
- ic_statusbar_alarm - ic_audio_alarm

From 'packages/SystemUI/res/drawable' dir:
- ic_statusbar_headset - ic_headset
- ic_statusbar_cast - ic_cast

From 'packages/apps/Settings/res/drawable' dir:
- ic_statusbar_work - ic_enterprise
- ic_statusbar_hotspot - ic_hotspot
- ic_statusbar_do_not_disturb - ic_do_not_disturb_on_24dp
- ic_statusbar_ethernet - ic_settings_ethernet
- ic_statusbar_mobile_network - ic_network_cell
- ic_statusbar_airplanemode - ic_airplanemode_active
- ic_statusbar_clock - ic_settings_date_time
- ic_statusbar_priority - ic_important_outline

Change-Id: Id30e5039e73068d0c73dd5fc7d0305865af1d791",2022-07-06 03:10:32+02:00
26,aa8742f84e8a269409d97b8385f0601d7df9e0b1,"SystemUI: Avoid NPE in volume dialog

Change-Id: I1bc6d46de01ddd4db6b32555e5557611550d007e",2022-07-06 09:02:31+02:00
27,83340a2f4915f90d76ec23d51bc1c7d8e8d26a3c,"SystemUI: Fix signal bar icon overlay issue

If the signal bar visible state is STATE_DOT, it should be shown
a dot instead of signal bar icons. But the signal bar icon will
be shown again if the mobile state changed, and then, the dot and
signal bar icon are both shown. So don't update signal bar
visibility if the state is not STATE_ICON

Bugs: 200915946
Test: Manual
Change-Id: I7fb04049790f112441511462d3f2963aed42c790",2022-07-06 10:03:40+02:00
28,0956c4dc431a9e54dfdafa6c1d1f9c95dcb96d9f,"BootAnimation: Check for resolution override

Change-Id: Ib001ce767067e3789ea5957ac9b23ed416341d18",2022-07-11 17:31:08+02:00
29,faf136b1bdd0464352e654f58e751c0c19feaf96,"SystemUI: support black theme for dark mode [1/4]

Co-authored-by: Jesse Chan <jc@lineageos.org>
Change-Id: I57cd53de8f2c1e4d445441b514875b6af915b858",2022-07-11 22:00:02+02:00
30,6422e60083fd555f1fcd0a9c7b6645965839f210,"Merge tag 'android-12.1.0_r11' into staging/lineage-19.1_merge-android-12.1.0_r11

Android 12.1.0 release 11

# -----BEGIN PGP SIGNATURE-----
#
# iF0EABECAB0WIQRDQNE1cO+UXoOBCWTorT+BmrEOeAUCYsXEugAKCRDorT+BmrEO
# eAB0AJ9JP7U8IhvBBWWMncOSn4UczVuGeACfcoPzzsmeaKLmn6qi1EDCV6Scvdo=
# =rSdZ
# -----END PGP SIGNATURE-----
# gpg: Signature made Wed Jul  6 20:22:02 2022 EEST
# gpg:                using DSA key 4340D13570EF945E83810964E8AD3F819AB10E78
# gpg: Good signature from ""The Android Open Source Project <initial-contribution@android.com>"" [marginal]
# gpg: initial-contribution@android.com: Verified 1242 signatures in the past
#      8 months.  Encrypted 4 messages in the past 5 months.
# gpg: WARNING: This key is not certified with sufficiently trusted signatures!
# gpg:          It is not certain that the signature belongs to the owner.
# Primary key fingerprint: 4340 D135 70EF 945E 8381  0964 E8AD 3F81 9AB1 0E78

# By Eric Biggers (5) and others
# Via Android Build Coastguard Worker (4) and Android (Google) Code Review (3)
* tag 'android-12.1.0_r11':
  Revert ""[DO NOT MERGE] Do not clear calling identify when using BiometricPrompt from FingerprintService.""
  DO NOT MERGE: Revert ""RESTRICT AUTOMERGE: Polish IME transition from fullscree...""
  Revert ""DO NOT MERGE Suppress notifications when device enter lockdown""
  Update ServiceState broadcast for location permissions
  Add excludedPackages parameter to broadcast
  USB: Increase debounce time for DISCONNECT processing (revised)
  DO NOT MERGE Suppress notifications when device enter lockdown
  [DO NOT MERGE] Do not clear calling identify when using BiometricPrompt from FingerprintService.
  Log to EventLog on prepareUserStorage failure
  Ignore errors preparing user storage for existing users
  UserDataPreparer: reboot to recovery for system user only
  UserDataPreparer: reboot to recovery if preparing user storage fails
  StorageManagerService: don't ignore failures to prepare user storage

Change-Id: If7cb7526f3991cdd301d453c06da27287e0ede90",2022-07-12 10:55:28+03:00
31,100058582558ae6500303c8c4af54561da4e75c6,"Partially revert ""Assume sensors perform prox check""

This commit partially reverts f40bd8fbb65c896c824fe3f1a5be857bbe8ae281
(""Assume sensors perform prox check"").

Some devices do not have proximity gated sensors, and still require
gating in software.
Partially revert this commit to bring back the ability for sensors to
be proximity gated in software.

Change-Id: Ic3d5c6e98d1767623ace4ee4eea1c52606fabd4a",2022-07-16 22:52:11+02:00
32,a4b357c9dd7c372c08cbe782ea6e1b09380f88a1,"SystemUI: doze: add config for double tap sensors that need a proximity check

Change-Id: Id7df987f0e9db4e5e2328534764ded397b6ac48d",2022-07-16 22:52:11+02:00
33,3dd1c0ac07e72905c64cb43366edd571b2bdae9d,"SystemUI: doze: add config for long press sensors that need a proximity check

Change-Id: I34d5a8313304e3ac8bd53282de66ab1d3d1653a8",2022-07-16 22:52:11+02:00
34,d7f1a80214c2f4fa03f55ffd99e494e31f20c53b,"fixup! Add nvidia profile manager

Fixes:
external/robolectric-shadows/shadows/framework/src/main/java/org/robolectric/shadows/ShadowPackageParser.java:69: error: org.robolectric.shadows.ShadowPackageParser.Callback is not abstract and does not override abstract method getAppProfileService() in android.content.pm.PackageParser.Callback
  private static class Callback implements PackageParser.Callback {
                 ^
1 error

Change-Id: I4a2103361a80a920962d985d6358d9f8574f9454",2022-07-24 17:08:42+02:00
35,f606ff9c46f6e54b287c692e6b2eee9f7e8fc02c,"fixup! DeviceGroup: Framework changes for Group Device operations.

fixup for change-Id: I0a8186e800e9d2701319db1adc97bdcf0441cc12

Signed-off-by: Pranav Vashi <neobuddy89@gmail.com>
Change-Id: Id67a9bc3e4a0e411b7377f111324465ca447b2a3",2022-07-25 22:27:26+02:00
36,ad25de41b4b152426c9b72315f349b9e91ef773d,"base: ChooserActivity: Don't show image edit button on multiple targets

Ie52aaab90f678d32d9b67f95d81f86b82d1b9c7c introduced edit button but didn't
took into account that there can be multiple images being shared. This patch
adds a check to ensure that this action is not shown in such cases.

Signed-off-by: Aayush Gupta <aayushgupta219@gmail.com>
Change-Id: I787cd9cfd873242542b330a522bed5df9deb62a4",2022-08-04 17:27:52+02:00
37,322b2a5d799231b421ac5968de6ded30d08f1d27,"Automatic translation import

Change-Id: I08dc67fe6e397169f20e1c3986c48d86e3ebf893",2022-08-04 20:42:06+03:00
38,01364b249e36ceba72fba3acc14197062a1fbbd6,"SystemUI: Fix QS mobile icon disappearing on theme switch

When there is only single SIM, the signal icon disappears
from expanded QS header on switching dark theme QS tile.
Ensure that the signal icon is always shown on single SIM.

Change-Id: I089731fe5815a0b2bcbbed1002ca65aa5d3301cd
Signed-off-by: Adithya R <gh0strider.2k18.reborn@gmail.com>",2022-08-05 19:53:36+02:00
39,14cec8935c61ea3ce0db7a31bf8d00690ce8753a,"SystemUI: Redo circle battery style

- Now shows up on QuickSettings panel.
- Fixes issues with battery circle style on theme and
  ui mode change and statusbar icon toggle.
- Fixes wrong tint color with circle battery icon.
- Re-evaluating system theme to avoid delay in circle
  battery tint color change.

Change-Id: Id90f85e47ce4b9811e9bb67b91169997020300d8",2022-08-06 08:50:03+02:00
40,fce1b15db00aae4447456359ac1c16bf773bbb26,"use SharedPreferences to save verify results

If an app declares too much hosts for App Link, Statementservice will crash since
it uses Data class of WorkManager to save verify result for all hosts while Data throws
IllegalStateException if it occupies more than 10240 bytes when serialized.
This fix uses SharedPreferences to save verify results instead of Data class of WorkManager.

Test:Disable GMS core and reboot device, then install Google Map; Statementservice does not crash
and framework receives host verify results from Statementservice

Signed-off-by: Bin Wang <bin.wang@oppo.corp-partner.google.com>
Change-Id: I6d1b19fd8ed3158a621a2fb0089d92430482fd61",2022-08-07 23:04:44+02:00
41,26066d9ee84bc90aa8f5f77cb6a2dfe5dc4be78c,"Keyguard: Allow user configurable fingerprint wake-and-unlock

Change-Id: I471908cfa27a54e0075394eed348cb15386f62ce",2022-08-08 18:38:01+02:00
42,92ebedf7b4cf1b3fe3f6bd0db1f8cecc2425f012,"SystemUI: screenshot: open the screenshot instead of edit

Open the taken screenshot in gallery application when clicking on the
preview. There is a seperate edit button, so the preview imageview
should open gallery instead.

Test: atest com.android.systemui.screenshot.ScreenshotNotificationSmartActionsTest
Change-Id: I8f882ddd0da47ca50acc37d25ee0866ce5698e4f",2022-08-08 18:52:06+02:00
43,f85097863810e3bc65597c29689932eb707d65e8,"DO NOT MERGE Suppress notifications when device enter lockdown

This CL makes the following modifcations:
1. Add LockPatternUtils.StrongAuthTracker to monitor
the lockdown mode status of the phone.
2. Call mListeners.notifyRemovedLocked with all the
notifications in the mNotificationList when entering
the lockdown mode.
3. Call mListeners.notifyPostedLocked with all the
notifications in the mNotificationList when exiting
the lockdown mode.
4. Dismiss the function calls of notifyPostedLocked,
notifyRemovedLocked, and notifyRankingUpdateLocked
during the lockdown mode.

The CL also adds corresponding tests.

Bug: 173721373
Test: atest NotificationManagerServiceTest
Test: atest NotificationListenersTest
Test: manually verify the paired device cannot receive
notifications when the host phone is in lockdown mode.
Ignore-AOSP-First: pending fix for a security issue.

Change-Id: I7e83544863eeadf8272b6ff8a9bb8136d6466203
Merged-In: I7e83544863eeadf8272b6ff8a9bb8136d6466203
(cherry picked from commit 3cb6842a053e236cc98d7616ba4433c31ffda3ac)
(cherry picked from commit b1099290b8eb939fcb707c817989dd24d0e7a3b5)
Merged-In: I7e83544863eeadf8272b6ff8a9bb8136d6466203",2022-08-10 05:55:39-06:00
44,26a39ef345e111ca509a00f34d50c823461225aa,"Make sure callingPackage belongs to callingUid when checking BG-FGS restrictions.

This is to stop spoofed packageName to pretend to be allowListed
packageName so it can bypass the BG-FGS restriction. This applies to
both BG-FGS while-in-use restriction and BG-FGS-start restriction
since these two restrictions are related.

Bug: 216695100
Bug: 215003903
Test: atest cts/tests/app/src/android/app/cts/ActivityManagerFgsBgStartTest.java#testSpoofPackageName
Change-Id: Ic14fc331a9b5fbdbcfe6e54a31c8b765513bfd89
Merged-In: Ic14fc331a9b5fbdbcfe6e54a31c8b765513bfd89
(cherry picked from commit eef20391ce4d15d4508dc295cb338954a7c69de7)
Merged-In: Ic14fc331a9b5fbdbcfe6e54a31c8b765513bfd89",2022-08-10 05:55:40-06:00
45,66d3d4b687cac1c00ada8b66de974c4643b29691,"Clear mInterface before calling resetIkeState()

Clear mInterface before calling resetIkeState() in
onDefaultNetworkChanged().
resetIkeState() will trigger interfaceRemoved() to be called.
If mInterface is set, interfaceRemoved() will clear
Ikev2VpnRunner which makes VPN disconnect.

This issue can be reproduced when device establishes VPN
connection with mobile data first then connects to wifi.
In this case, onLost() for mobile data will not be called
because there is a new network(wifi) can satisfy the request,
so only onAvailable() for wifi will be called.
Which means onSessionLost() will not be called and only
onDefaultNetworkChanged() will be called, which makes that
mInterface is not cleared before interfaceRemoved() is called.

Bug: 219546241
Test: Check if VPN is still there when establishing VPN with
      mobile data first, then connect to wifi and disconnect
      wifi.
Change-Id: I7f9a1d9afd2a40762e9fac68edf1fb8ae75df8bc
(cherry picked from commit 520cc2fde363dd038911b98b8b46259faf58a659)
Merged-In: I7f9a1d9afd2a40762e9fac68edf1fb8ae75df8bc
(cherry picked from commit 65d44b93bb99eae441ebf5bf1afb4efd00074758)
Merged-In: I7f9a1d9afd2a40762e9fac68edf1fb8ae75df8bc",2022-08-10 05:55:40-06:00
46,b29568f8b9948aed6562b205fc569d7ba6a77f96,"DO NOT MERGE. Add a permissions check to LocationManagerService.

Prevents apps from reading location requests of other users without INTERACT_ACROSS_USERS permission.
Bug: 222473855
Test: Build

Change-Id: Id591cd39ed7813c649b44d4a3210f0b1fb79b40d
(cherry picked from commit 16560c093091b7ab390c16137618da6fd916d44e)
(cherry picked from commit 5b376bc9fd51e1a39fd5e1bd6a698c7cb2b9b3d4)
Merged-In: Id591cd39ed7813c649b44d4a3210f0b1fb79b40d",2022-08-10 05:55:40-06:00
47,475c5c8015d9437456c1741e77d54d465bc45fb0,"Disallow privileged apps to bypass location restriction

This bypass was originally allowed to let restricted users who can't use
location to pair bluetooth devices. This isn't needed anymore with the
bluetooth permissions.

Test: Set up restricted profile and pair bluetooth
      Verify com.android.phone gets rejected
Bug: 230861324
Bug: 231496105
Merged-In: Ib34c0b56ef52f5ee2deceb84b02cd0ff73d8181d
Change-Id: Ib34c0b56ef52f5ee2deceb84b02cd0ff73d8181d
(cherry picked from commit 807f4cfc80728313d04f95343e5aea14691aceb0)
Merged-In: Ib34c0b56ef52f5ee2deceb84b02cd0ff73d8181d",2022-08-10 05:55:40-06:00
48,9642f85f5b777567389007f222d031e9b81dc3b7,"Allow system server uid to bypass location restriction

Blocking system server from giving itself location restriction doesn't
make much sense.

Test: Disable, reboot, observe bootloop, apply patch, build, flash,
          observe successful boot
Bug: 230861324
Bug: 231496105
Merged-In: Ic869da4847e4f39896861f3bf6e83f6f6c76ea62
Change-Id: Ic869da4847e4f39896861f3bf6e83f6f6c76ea62
(cherry picked from commit 1dddfe1f703cab6e159fafad45f51e8bad207dba)
Merged-In: Ic869da4847e4f39896861f3bf6e83f6f6c76ea62",2022-08-10 05:55:40-06:00
49,092156bc632dce1a6a3c56fcec8f45d6cce25afb,"Make CheckOp return allowed if any attr tag for a package is excluded

checkOp doesn't support checking against an attribution tag, this causes
some checkOps to fail when a noteOp is successful meaning that a
preflight routine might fail before delivering data and doing the more
precise check. This only affects when a user restriction is applied and
there are excepted package+tag.

Test: Checkop with test app
Bug: 232502990
Bug: 231496105
Merged-In: Idcf5ac9a5401ad8089f5873da1f978fdf9258b5a
Change-Id: Idcf5ac9a5401ad8089f5873da1f978fdf9258b5a
(cherry picked from commit 61c2d0291bd5b9b39a1d7db7454b3d7c630e7de9)
(cherry picked from commit 25f1b6a1ac5c71ebafe4b9235829aa3a79d1dd21)
Merged-In: Idcf5ac9a5401ad8089f5873da1f978fdf9258b5a",2022-08-10 05:55:40-06:00
50,e9e40c316783a0f9529ea5203096e8bceba6d26e,"Remove package title from notification access confirmation intent

Bug: 228178437
Test: Manually confirmed on an application
Change-Id: Idad6dc0c71d7b39de0bd9e4ad922b5e6020a6184
Merged-In: Idad6dc0c71d7b39de0bd9e4ad922b5e6020a6184
(cherry picked from commit e86cdf4ba16c68d3fe361eec24c99059aeef8536)
Merged-In: Idad6dc0c71d7b39de0bd9e4ad922b5e6020a6184",2022-08-10 05:55:40-06:00
